NAME,LATITUDE,LONGITUDE,LOCATION_GUIDE,URL,SPECIES,,NAME;LATITUDE;LONGITUDE;LOCATION_GUIDE;URL;SPECIES
Rice Lake,44.21305556,-78.12194444,"eastern end, Peterborough Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44147808,-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-,,"Rice Lake;44.21305556;-78.12194444;eastern end, Peterborough Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44147808;-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-"
Otonabee River,44.20611111,-78.28222222,"downstream of Little Lake (Peterborough) to Rice Lake, Peterborough Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44147819,-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-,,"Otonabee River;44.20611111;-78.28222222;downstream of Little Lake (Peterborough) to Rice Lake, Peterborough Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44147819;-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-"
Cataraqui River,44.25444444,-76.47305556,"Belle Island Area, Leeds Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44167628,-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-,,"Cataraqui River;44.25444444;-76.47305556;Belle Island Area, Leeds Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44167628;-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-"
Moira River,44.27555556,-77.3675,"Highway 37, Hastings Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44167720,-NORTHERN_PIKE-WHITE_SUCKER-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WALLEYE-,,"Moira River;44.27555556;-77.3675;Highway 37, Hastings Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44167720;-NORTHERN_PIKE-WHITE_SUCKER-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WALLEYE-"
Oak Lake,44.2675,-77.52,"Sidney Twp., Hastings Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44167731,-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-LARGEMOUTH_BASS-BLACK_CRAPPIE-,,"Oak Lake;44.2675;-77.52;Sidney Twp., Hastings Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44167731;-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-LARGEMOUTH_BASS-BLACK_CRAPPIE-"
Trent River,44.26388889,-77.60722222,below Percy Reach to Trenton,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44167736,-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-,,Trent River;44.26388889;-77.60722222;below Percy Reach to Trenton;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44167736;-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-
Scugog River,44.28944444,-78.74027778,upstream of Lindsay,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44177844,-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,Scugog River;44.28944444;-78.74027778;upstream of Lindsay;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44177844;-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-
Colonel By Lake (Cataraqui River),44.30833333,-76.42888889,Leeds Co.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44187627,-COMMON_CARP-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-,,Colonel By Lake (Cataraqui River);44.30833333;-76.42888889;Leeds Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44187627;-COMMON_CARP-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-
Otonabee River (Little Lake),44.2975,-78.30972222,"Peterborough, Monaghan & Otonabee Twps.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44187819,-WHITE_SUCKER-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-,,"Otonabee River (Little Lake);44.2975;-78.30972222;Peterborough, Monaghan & Otonabee Twps.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44187819;-WHITE_SUCKER-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-"
Pigeon River,44.33527778,-78.53916667,"Emily Provincial Park area, Emily Twp.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44187832,-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-YELLOW_PERCH-WALLEYE-,,"Pigeon River;44.33527778;-78.53916667;Emily Provincial Park area, Emily Twp.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44187832;-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-YELLOW_PERCH-WALLEYE-"
Beaver River,44.33722222,-80.355,"headwaters, Euphrasia & Artemesia Twps.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44188029,-BROWN_TROUT-BROOK_TROUT-,,"Beaver River;44.33722222;-80.355;headwaters, Euphrasia & Artemesia Twps.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44188029;-BROWN_TROUT-BROOK_TROUT-"
Rocky Saugeen River,44.31861111,-80.66694444,"Glenelg, Euphrasia & Artemesia Twps., Gray Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44188040,-BROOK_TROUT-,,"Rocky Saugeen River;44.31861111;-80.66694444;Glenelg, Euphrasia & Artemesia Twps., Gray Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44188040;-BROOK_TROUT-"
South Nation River,45.19083333,-75.15055556,Chesterville to Casselman,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44197507,-NORTHERN_PIKE-WHITE_SUCKER-REDHORSE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-PUMPKINSEED-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-SAUGER-WALLEYE-,,South Nation River;45.19083333;-75.15055556;Chesterville to Casselman;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44197507;-NORTHERN_PIKE-WHITE_SUCKER-REDHORSE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-PUMPKINSEED-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-SAUGER-WALLEYE-
Eugenia Lake,44.32666667,-80.49805556,"Artemesia Twp., Gray Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44198030,-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-,,"Eugenia Lake;44.32666667;-80.49805556;Artemesia Twp., Gray Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44198030;-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-"
St. Lawrence River 12 - Thousand Islands area,44.31888889,-76.10638889,St. Lawrence River from east of Kingston to Brockville,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44207600,-WALLEYE-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-,,St. Lawrence River 12 - Thousand Islands area;44.31888889;-76.10638889;St. Lawrence River from east of Kingston to Brockville;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44207600;-WALLEYE-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-
Beaver River - d/s Lake Eugenia,44.34583333,-80.53944444,"Euphrasia Twp., Grey Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44218033,-BROWN_TROUT-,,"Beaver River - d/s Lake Eugenia;44.34583333;-80.53944444;Euphrasia Twp., Grey Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44218033;-BROWN_TROUT-"
Seymour Lake (Trent River),44.38472222,-77.80972222,"Seymour Twp., Northumberland Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44237749,-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-,,"Seymour Lake (Trent River);44.38472222;-77.80972222;Seymour Twp., Northumberland Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44237749;-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-"
Otonabee River,44.35527778,-78.29083333,"upsteam of Little Lake (Peterborough) to Lakefield, Douro Twp.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44237814,-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-,,"Otonabee River;44.35527778;-78.29083333;upsteam of Little Lake (Peterborough) to Lakefield, Douro Twp.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44237814;-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-"
Scugog River,44.38416667,-78.74805556,"from Lindsay downstream to Sturgeon Lake, Victoria Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44237845,-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,"Scugog River;44.38416667;-78.74805556;from Lindsay downstream to Sturgeon Lake, Victoria Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44237845;-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-"
Willow Creek,44.39833333,-79.85555556,"Minesing Swamp, Sunnidale & Vespra Twps.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44237951,-NORTHERN_PIKE-,,"Willow Creek;44.39833333;-79.85555556;Minesing Swamp, Sunnidale & Vespra Twps.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44237951;-NORTHERN_PIKE-"
Chemong Lake,44.38861111,-78.39277778,"Ennismore & Smith Twps., Peterborough Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44247824,-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,"Chemong Lake;44.38861111;-78.39277778;Ennismore & Smith Twps., Peterborough Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44247824;-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-"
Sydenham River,44.4025,-80.91638889,"Sullivan Twp., Grey Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44248055,-BROWN_TROUT-,,"Sydenham River;44.4025;-80.91638889;Sullivan Twp., Grey Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44248055;-BROWN_TROUT-"
Dog Lake,44.43027778,-76.33444444,"Storrington Twp., Frontenac Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257621,-NORTHERN_PIKE-LARGEMOUTH_BASS-BLACK_CRAPPIE-,,"Dog Lake;44.43027778;-76.33444444;Storrington Twp., Frontenac Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257621;-NORTHERN_PIKE-LARGEMOUTH_BASS-BLACK_CRAPPIE-"
Sydenham Lake,44.43083333,-76.55666667,"Loughborough Twp., Frontenac Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257633,-NORTHERN_PIKE-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-,,"Sydenham Lake;44.43083333;-76.55666667;Loughborough Twp., Frontenac Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257633;-NORTHERN_PIKE-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-"
Rylstone Lake (Crowe River),44.42305556,-77.70166667,"Expansion of the Crowe River, Rawdon Twp.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257742,-SMALLMOUTH_BASS-,,"Rylstone Lake (Crowe River);44.42305556;-77.70166667;Expansion of the Crowe River, Rawdon Twp.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257742;-SMALLMOUTH_BASS-"
Sturgeon Lake,44.41472222,-78.75305556,"Goose Bay, Victoria Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257845,-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,"Sturgeon Lake;44.41472222;-78.75305556;Goose Bay, Victoria Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257845;-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-"
Lake Simcoe,44.42361111,-79.37111111,"Simcoe Co., York & Durham R.M.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257920,-BOWFIN-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-RAINBOW_SMELT-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-LING_(BURBOT)-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-,,"Lake Simcoe;44.42361111;-79.37111111;Simcoe Co., York & Durham R.M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257920;-BOWFIN-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-RAINBOW_SMELT-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-LING_(BURBOT)-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-"
Little Lake,44.42666667,-79.67083333,"near Barrie, Vespra Twp.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257940,-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-,,"Little Lake;44.42666667;-79.67083333;near Barrie, Vespra Twp.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44257940;-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-"
Gananoque Lake,44.45,-76.15,"Leeds & Lansdowne Twps., Leeds Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44277609,-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-,,"Gananoque Lake;44.45;-76.15;Leeds & Lansdowne Twps., Leeds Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44277609;-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-"
Loughborough Lake,44.44722222,-76.41138889,"Storrington Twp., Frontenac Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44277625,-LAKE_TROUT-SPLAKE-SMALLMOUTH_BASS-LARGEMOUTH_BASS-,,"Loughborough Lake;44.44722222;-76.41138889;Storrington Twp., Frontenac Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44277625;-LAKE_TROUT-SPLAKE-SMALLMOUTH_BASS-LARGEMOUTH_BASS-"
Katchewanooka Lake,44.4575,-78.25861111,"Smith & Douro Twps., Peterborough Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44277816,-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,"Katchewanooka Lake;44.4575;-78.25861111;Smith & Douro Twps., Peterborough Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44277816;-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-"
Pigeon Lake,44.47083333,-78.49472222,Victoria and Peterborough Cos.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44277830,-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-,,Pigeon Lake;44.47083333;-78.49472222;Victoria and Peterborough Cos.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44277830;-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-
Bighead River - Headwaters,44.47166667,-80.77638889,"Holland Twp., Grey Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44278046,-BROWN_TROUT-BROOK_TROUT-,,"Bighead River - Headwaters;44.47166667;-80.77638889;Holland Twp., Grey Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44278046;-BROWN_TROUT-BROOK_TROUT-"
Stoco Lake,44.47305556,-77.28944444,"Hungerford Twp., Hastings Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44287717,-NORTHERN_PIKE-WHITE_SUCKER-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,"Stoco Lake;44.47305556;-77.28944444;Hungerford Twp., Hastings Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44287717;-NORTHERN_PIKE-WHITE_SUCKER-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-"
Sturgeon Lake,44.46666667,-78.71666667,"Fenelon Twp., Victoria Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44287843,-CISCO(LAKE_HERRING)-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,"Sturgeon Lake;44.46666667;-78.71666667;Fenelon Twp., Victoria Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44287843;-CISCO(LAKE_HERRING)-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-"
Talbot River,44.5075,-79.12,Durham R. M.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44287910,-WALLEYE-,,Talbot River;44.5075;-79.12;Durham R. M.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44287910;-WALLEYE-
Crowe Lake,44.48388889,-77.73722222,"Belmont Twp., Peterborough Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44297744,-NORTHERN_PIKE-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-,,"Crowe Lake;44.48388889;-77.73722222;Belmont Twp., Peterborough Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44297744;-NORTHERN_PIKE-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-"
Buckhorn Lake,44.48444444,-78.39583333,Peterborough Co.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44297823,-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-,,Buckhorn Lake;44.48444444;-78.39583333;Peterborough Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44297823;-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-PUMPKINSEED-BLUEGILL-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-
Nottawasaga River,44.4825,-79.99888889,"Sunnidale Twp., Simcoe Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44298000,-CHINOOK_SALMON-RAINBOW_TROUT-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-PUMPKINSEED-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-,,"Nottawasaga River;44.4825;-79.99888889;Sunnidale Twp., Simcoe Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44298000;-CHINOOK_SALMON-RAINBOW_TROUT-NORTHERN_PIKE-COMMON_CARP-BROWN_BULLHEAD-PUMPKINSEED-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-"
Georgian Bay GB4a,44.51388889,-80.22583333,Collingwood Harbour ? harbour area.,http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44298013,-WHITE_SUCKER-COMMON_CARP-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-,,Georgian Bay GB4a;44.51388889;-80.22583333;Collingwood Harbour ? harbour area.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44298013;-WHITE_SUCKER-COMMON_CARP-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-
Arran Lake,44.48194444,-81.25944444,"Arran Twp., Bruce Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44298115,-NORTHERN_PIKE-YELLOW_PERCH-,,"Arran Lake;44.48194444;-81.25944444;Arran Twp., Bruce Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44298115;-NORTHERN_PIKE-YELLOW_PERCH-"
Saugeen River,44.49972222,-81.36583333,"Denny's Dam to mouth, Arran Twp.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44298119,-CHINOOK_SALMON-RAINBOW_TROUT-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-SMALLMOUTH_BASS-,,"Saugeen River;44.49972222;-81.36583333;Denny's Dam to mouth, Arran Twp.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44298119;-CHINOOK_SALMON-RAINBOW_TROUT-COMMON_CARP-BROWN_BULLHEAD-CHANNEL_CATFISH-SMALLMOUTH_BASS-"
Otter Lake,44.50222222,-76.55583333,"Loughborough Twp., Frontenac Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44307632,-NORTHERN_PIKE-ROCK_BASS-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-,,"Otter Lake;44.50222222;-76.55583333;Loughborough Twp., Frontenac Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44307632;-NORTHERN_PIKE-ROCK_BASS-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-"
Beaver Lake,44.4975,-77.03277778,"Sheffield Twp., Lennox & Addington Co.",http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44307702,-NORTHERN_PIKE-WALLEYE-,,"Beaver Lake;44.4975;-77.03277778;Sheffield Twp., Lennox & Addington Co.;http://www.ontario.ca/environment-and-energy/sport-fish-consumption-advisory?id=44307702;-NORTHERN_PIKE-WALLEYE-"
